Complexity metrics,terça, 7 nov. 2023 10:24:59 WET
Method,CogC,ev(G),iv(G),v(G)
net.sf.freecol.common.model.Colony.canTrain(UnitType),2,1,3,3
"net.sf.freecol.common.model.Colony.checkBuildQueueIntegrity(boolean, LogBuilder)",22,1,11,11
net.sf.freecol.common.model.Colony.checkForGovMgtChangeMessage(),22,1,2,14
"net.sf.freecol.common.model.Colony.checkIntegrity(boolean, LogBuilder)",0,1,1,1
net.sf.freecol.common.model.Colony.clearBuildingMap(),0,1,1,1
net.sf.freecol.common.model.Colony.clearColonyTiles(),0,1,1,1
net.sf.freecol.common.model.Colony.contains(Locatable),1,2,2,2
net.sf.freecol.common.model.Colony.copyColony(),7,1,4,4
net.sf.freecol.common.model.Colony.copyIn(T),3,2,3,4
net.sf.freecol.common.model.Colony.evaluateFor(Player),21,9,8,12
net.sf.freecol.common.model.Colony.findStudent(Unit),4,2,2,4
net.sf.freecol.common.model.Colony.findTeacher(Unit),2,1,3,3
"net.sf.freecol.common.model.Colony.getAbilities(String, FreeColSpecObjectType, Turn)",2,1,3,3
net.sf.freecol.common.model.Colony.getAdjustedNetProductionOf(GoodsType),2,1,2,2
net.sf.freecol.common.model.Colony.getAlarmLevelLabel(Player),0,1,1,1
net.sf.freecol.common.model.Colony.getAllWorkLocations(),0,1,1,1
net.sf.freecol.common.model.Colony.getAllWorkLocationsList(),0,1,1,1
net.sf.freecol.common.model.Colony.getApparentUnitCount(),1,1,2,2
net.sf.freecol.common.model.Colony.getAvailableGoodsCount(GoodsType),0,1,1,1
net.sf.freecol.common.model.Colony.getAvailableWorkLocations(),0,1,1,1
net.sf.freecol.common.model.Colony.getAvailableWorkLocationsList(),0,1,1,1
net.sf.freecol.common.model.Colony.getBestDefenderType(),1,1,3,3
net.sf.freecol.common.model.Colony.getBetterExpert(Unit),10,2,5,9
net.sf.freecol.common.model.Colony.getBuildQueue(),0,1,1,1
net.sf.freecol.common.model.Colony.getBuildableUnits(),1,1,2,2
net.sf.freecol.common.model.Colony.getBuilding(BuildingType),0,1,1,1
net.sf.freecol.common.model.Colony.getBuildings(),0,1,1,1
net.sf.freecol.common.model.Colony.getBurnableBuildings(),0,1,1,1
net.sf.freecol.common.model.Colony.getClassIndex(),0,1,1,1
net.sf.freecol.common.model.Colony.getColony(),0,1,1,1
net.sf.freecol.common.model.Colony.getColonyTile(Tile),0,1,1,1
net.sf.freecol.common.model.Colony.getColonyTiles(),0,1,1,1
net.sf.freecol.common.model.Colony.getConsumers(),0,1,1,1
net.sf.freecol.common.model.Colony.getConsumptionOf(GoodsType),1,1,2,2
net.sf.freecol.common.model.Colony.getCorresponding(T),9,1,5,5
net.sf.freecol.common.model.Colony.getCurrentWorkLocations(),0,1,1,1
net.sf.freecol.common.model.Colony.getCurrentWorkLocationsList(),0,1,1,1
net.sf.freecol.common.model.Colony.getCurrentlyBuilding(),0,1,1,1
net.sf.freecol.common.model.Colony.getDefenceRatio(),0,1,1,1
net.sf.freecol.common.model.Colony.getDefendingUnit(Unit),1,2,1,2
net.sf.freecol.common.model.Colony.getDisasterChoices(),0,1,1,1
net.sf.freecol.common.model.Colony.getDisplayUnitCount(),0,1,1,1
net.sf.freecol.common.model.Colony.getDisposables(),0,1,1,1
net.sf.freecol.common.model.Colony.getEstablished(),0,1,1,1
"net.sf.freecol.common.model.Colony.getExportAmount(GoodsType, int)",0,1,1,1
net.sf.freecol.common.model.Colony.getExportData(),0,1,1,1
net.sf.freecol.common.model.Colony.getExportData(GoodsType),1,1,2,2
net.sf.freecol.common.model.Colony.getFoodProduction(),0,1,1,1
net.sf.freecol.common.model.Colony.getFullRequiredGoods(BuildableType),7,5,4,5
net.sf.freecol.common.model.Colony.getGoodsCapacity(),0,1,1,1
net.sf.freecol.common.model.Colony.getImmigration(),0,1,1,1
"net.sf.freecol.common.model.Colony.getImportAmount(GoodsType, int)",1,2,1,2
"net.sf.freecol.common.model.Colony.getInsufficientProductionMessage(ProductionInfo, AbstractGoods)",4,3,2,5
net.sf.freecol.common.model.Colony.getLiberty(),0,1,1,1
net.sf.freecol.common.model.Colony.getLocationLabelFor(Player),1,1,1,2
net.sf.freecol.common.model.Colony.getLocationName(TradeLocation),0,1,1,1
net.sf.freecol.common.model.Colony.getLootableGoodsList(),0,1,1,1
net.sf.freecol.common.model.Colony.getNetProductionOf(GoodsType),0,1,1,1
net.sf.freecol.common.model.Colony.getNewColonistTurns(),3,1,1,3
"net.sf.freecol.common.model.Colony.getNoBuildReason(BuildableType, List<BuildableType>)",11,7,7,9
"net.sf.freecol.common.model.Colony.getOccupationFor(Unit, Collection<GoodsType>)",1,1,1,2
"net.sf.freecol.common.model.Colony.getOccupationFor(Unit, Collection<GoodsType>, LogBuilder)",4,2,3,5
"net.sf.freecol.common.model.Colony.getOccupationFor(Unit, boolean)",1,1,1,2
"net.sf.freecol.common.model.Colony.getOccupationFor(Unit, boolean, LogBuilder)",3,3,2,3
net.sf.freecol.common.model.Colony.getOccupationTrace(),0,1,1,1
net.sf.freecol.common.model.Colony.getOldSonsOfLiberty(),0,1,1,1
net.sf.freecol.common.model.Colony.getOldToryCount(),0,1,1,1
net.sf.freecol.common.model.Colony.getPlunderRange(Unit),3,3,2,3
net.sf.freecol.common.model.Colony.getPopulationQueue(),0,1,1,1
net.sf.freecol.common.model.Colony.getPreferredSizeChange(),1,1,2,2
net.sf.freecol.common.model.Colony.getPriceForBuilding(),0,1,1,1
net.sf.freecol.common.model.Colony.getPriceForBuilding(BuildableType),0,1,1,1
net.sf.freecol.common.model.Colony.getProductionBonus(),0,1,1,1
net.sf.freecol.common.model.Colony.getProductionInfo(Object),0,1,1,1
net.sf.freecol.common.model.Colony.getProductionMap(),0,1,1,1
"net.sf.freecol.common.model.Colony.getProductionModifiers(GoodsType, UnitType, WorkLocation)",1,2,2,2
net.sf.freecol.common.model.Colony.getProductionWarnings(GoodsType),18,1,10,10
net.sf.freecol.common.model.Colony.getReducePopulationMessage(),3,3,2,4
net.sf.freecol.common.model.Colony.getRequiredGoods(BuildableType),0,1,1,1
net.sf.freecol.common.model.Colony.getSonsOfLiberty(),0,1,1,1
net.sf.freecol.common.model.Colony.getStarvationTurns(),1,1,1,2
net.sf.freecol.common.model.Colony.getStockade(),0,1,1,1
net.sf.freecol.common.model.Colony.getStockadeKey(),1,1,2,2
net.sf.freecol.common.model.Colony.getTeachers(),0,1,1,1
net.sf.freecol.common.model.Colony.getTileImprovementSuggestions(),2,1,3,3
net.sf.freecol.common.model.Colony.getToryCount(),0,1,1,1
net.sf.freecol.common.model.Colony.getTotalDefencePower(),0,1,1,1
net.sf.freecol.common.model.Colony.getTotalProductionOf(GoodsType),0,1,1,1
net.sf.freecol.common.model.Colony.getTurnsToComplete(BuildableType),0,1,1,1
"net.sf.freecol.common.model.Colony.getTurnsToComplete(BuildableType, AbstractGoods)",18,4,7,10
net.sf.freecol.common.model.Colony.getUnbuildableMessage(BuildableType),0,1,1,1
net.sf.freecol.common.model.Colony.getUnitCount(),0,1,1,1
net.sf.freecol.common.model.Colony.getUnitList(),0,1,1,1
net.sf.freecol.common.model.Colony.getUnits(),0,1,1,1
net.sf.freecol.common.model.Colony.getUnitsToAdd(),3,3,2,3
net.sf.freecol.common.model.Colony.getUnitsToRemove(),3,3,2,3
net.sf.freecol.common.model.Colony.getUpkeep(),0,1,1,1
net.sf.freecol.common.model.Colony.getWarehouse(),0,1,1,1
net.sf.freecol.common.model.Colony.getWorkLocationFor(Unit),1,1,1,2
"net.sf.freecol.common.model.Colony.getWorkLocationFor(Unit, GoodsType)",2,2,2,3
net.sf.freecol.common.model.Colony.getWorkLocationForProducing(GoodsType),0,1,1,1
net.sf.freecol.common.model.Colony.getWorkLocationWithAbility(String),0,1,1,1
"net.sf.freecol.common.model.Colony.getWorkLocationWithAbility(String, Class<T>)",2,2,2,3
net.sf.freecol.common.model.Colony.getWorkLocationWithModifier(String),0,1,1,1
"net.sf.freecol.common.model.Colony.getWorkLocationWithModifier(String, Class<T>)",3,2,2,3
net.sf.freecol.common.model.Colony.getWorkLocationsForConsuming(GoodsType),0,1,1,1
net.sf.freecol.common.model.Colony.getWorkLocationsForProducing(GoodsType),0,1,1,1
"net.sf.freecol.common.model.Colony.getWorkTypeChoices(Unit, boolean)",6,1,4,4
net.sf.freecol.common.model.Colony.getXMLTagName(),0,1,1,1
net.sf.freecol.common.model.Colony.goodsUseful(GoodsType),5,3,4,5
net.sf.freecol.common.model.Colony.governmentChange(int),29,1,1,13
net.sf.freecol.common.model.Colony.hasContacted(Player),2,1,3,3
net.sf.freecol.common.model.Colony.hasStockade(),0,1,1,1
net.sf.freecol.common.model.Colony.invalidateCache(),0,1,1,1
net.sf.freecol.common.model.Colony.isAutomaticBuild(BuildingType),1,1,2,2
net.sf.freecol.common.model.Colony.isBadlyDefended(),2,3,1,3
net.sf.freecol.common.model.Colony.isConsuming(GoodsType),0,1,1,1
net.sf.freecol.common.model.Colony.isProducing(GoodsType),0,1,1,1
net.sf.freecol.common.model.Colony.isProductive(WorkLocation),1,1,4,4
net.sf.freecol.common.model.Colony.isTileInUse(Tile),1,1,2,2
net.sf.freecol.common.model.Colony.isUndead(),1,1,2,2
net.sf.freecol.common.model.Colony.isUnderSiege(),10,1,4,6
net.sf.freecol.common.model.Colony.isVeryWellDefended(),2,3,1,3
net.sf.freecol.common.model.Colony.joinColony(Unit),5,1,4,4
net.sf.freecol.common.model.Colony.modifyImmigration(int),0,1,1,1
net.sf.freecol.common.model.Colony.modifyLiberty(int),2,1,2,3
"net.sf.freecol.common.model.Colony.modifySpecialGoods(GoodsType, int)",2,1,3,3
net.sf.freecol.common.model.Colony.priceGoodsForBuilding(List<AbstractGoods>),2,1,2,2
net.sf.freecol.common.model.Colony.readAttributes(FreeColXMLReader),0,1,1,1
net.sf.freecol.common.model.Colony.readChild(FreeColXMLReader),10,1,8,8
net.sf.freecol.common.model.Colony.readChildren(FreeColXMLReader),0,1,1,1
net.sf.freecol.common.model.Colony.rebelHelper(int),11,4,8,9
net.sf.freecol.common.model.Colony.remove(Locatable),6,4,4,4
net.sf.freecol.common.model.Colony.removeBuilding(Building),1,2,1,2
"net.sf.freecol.common.model.Colony.removeGoods(GoodsType, int)",1,1,2,2
"net.sf.freecol.common.model.Colony.returnPresent(GoodsType, int)",0,1,1,1
net.sf.freecol.common.model.Colony.setBuildQueue(List<BuildableType>),0,1,1,1
net.sf.freecol.common.model.Colony.setBuildingMap(List<Building>),1,1,2,2
net.sf.freecol.common.model.Colony.setColonyTiles(List<ColonyTile>),0,1,1,1
net.sf.freecol.common.model.Colony.setCurrentlyBuilding(BuildableType),0,1,1,1
net.sf.freecol.common.model.Colony.setDisplayUnitCount(int),0,1,1,1
net.sf.freecol.common.model.Colony.setEstablished(Turn),0,1,1,1
net.sf.freecol.common.model.Colony.setExportData(Collection<ExportData>),1,1,2,2
net.sf.freecol.common.model.Colony.setExportData(ExportData),0,1,1,1
net.sf.freecol.common.model.Colony.setOccupationTrace(boolean),0,1,1,1
net.sf.freecol.common.model.Colony.setPopulationQueue(List<UnitType>),0,1,1,1
net.sf.freecol.common.model.Colony.setProductionBonus(int),0,1,1,1
net.sf.freecol.common.model.Colony.toShortString(),0,1,1,1
net.sf.freecol.common.model.Colony.toString(),0,1,1,1
net.sf.freecol.common.model.Colony.up(),0,1,1,1
"net.sf.freecol.common.model.Colony.updateEducation(Unit, boolean)",24,3,11,12
net.sf.freecol.common.model.Colony.updatePopulation(),1,1,2,2
net.sf.freecol.common.model.Colony.updateProductionBonus(),1,2,2,2
net.sf.freecol.common.model.Colony.updateProductionTypes(),1,1,2,2
net.sf.freecol.common.model.Colony.updateSoL(),0,1,1,1
net.sf.freecol.common.model.Colony.writeAttributes(FreeColXMLWriter),5,1,4,4
net.sf.freecol.common.model.Colony.writeChildren(FreeColXMLWriter),12,1,7,7
net.sf.freecol.common.model.ColonyProductionTest.testBellNetProduction(),2,1,3,3
net.sf.freecol.common.model.ColonyProductionTest.testConsumers(),5,1,6,6
net.sf.freecol.common.model.ColonyProductionTest.testGetPotentialProduction(),0,1,1,1
net.sf.freecol.common.model.ColonyProductionTest.testNoHorsesOverProduction(),0,1,1,1
net.sf.freecol.common.model.ColonyProductionTest.testProduction(),4,1,3,3
net.sf.freecol.common.model.ColonyProductionTest.testProductionMap(),0,1,1,1
net.sf.freecol.common.model.ColonyProductionTest.testProductionPioneer(),0,1,1,1
net.sf.freecol.common.model.ColonyProductionTest.testProductionSoldier(),0,1,1,1
net.sf.freecol.common.model.ColonyTest.countParties(Colony),0,1,1,1
net.sf.freecol.common.model.ColonyTest.testAddUnitToColony(),0,1,1,1
net.sf.freecol.common.model.ColonyTest.testBuildQueueAcceptsUnitDoubles(),0,1,1,1
net.sf.freecol.common.model.ColonyTest.testBuildQueueDoesNotAcceptBuildingDoubles(),0,1,1,1
net.sf.freecol.common.model.ColonyTest.testCopyColony(),6,1,5,5
net.sf.freecol.common.model.ColonyTest.testCurrentlyBuilding(),0,1,1,1
net.sf.freecol.common.model.ColonyTest.testFoundColony(),12,9,6,9
net.sf.freecol.common.model.ColonyTest.testOccupationWithFood(),0,1,1,1
net.sf.freecol.common.model.ColonyTest.testTeaParty(),0,1,1,1
net.sf.freecol.common.model.ColonyTest.testUnderSiege(),0,1,1,1
net.sf.freecol.common.model.ColonyTest.testUpkeep(),0,1,1,1
"net.sf.freecol.common.model.ColonyTile.ColonyTile(Game, Colony, Tile)",0,1,1,1
"net.sf.freecol.common.model.ColonyTile.ColonyTile(Game, String)",0,1,1,1
net.sf.freecol.common.model.ColonyTile.canAutoProduce(),0,1,1,1
"net.sf.freecol.common.model.ColonyTile.canProduce(GoodsType, UnitType)",1,1,2,2
net.sf.freecol.common.model.ColonyTile.copyIn(T),2,2,2,3
net.sf.freecol.common.model.ColonyTile.evaluateFor(Player),0,1,1,1
net.sf.freecol.common.model.ColonyTile.getAvailableProductionTypes(boolean),2,1,4,4
"net.sf.freecol.common.model.ColonyTile.getBaseProduction(ProductionType, GoodsType, UnitType)",1,1,2,2
net.sf.freecol.common.model.ColonyTile.getBasicProductionInfo(),0,1,1,1
net.sf.freecol.common.model.ColonyTile.getClaimTemplate(),1,1,2,2
net.sf.freecol.common.model.ColonyTile.getCompetenceFactor(),0,1,1,1
net.sf.freecol.common.model.ColonyTile.getDisplayObject(),0,1,1,1
net.sf.freecol.common.model.ColonyTile.getLabel(),1,1,2,2
net.sf.freecol.common.model.ColonyTile.getLevel(),0,1,1,1
net.sf.freecol.common.model.ColonyTile.getLocationLabel(),1,1,2,2
net.sf.freecol.common.model.ColonyTile.getNoAddReason(Locatable),1,1,2,2
net.sf.freecol.common.model.ColonyTile.getNoWorkReason(),64,1,8,15
net.sf.freecol.common.model.ColonyTile.getOccupyingUnit(),0,1,1,1
"net.sf.freecol.common.model.ColonyTile.getProductionModifiers(GoodsType, UnitType)",0,1,1,1
net.sf.freecol.common.model.ColonyTile.getRebelFactor(),0,1,1,1
net.sf.freecol.common.model.ColonyTile.getUnitCapacity(),1,1,1,2
net.sf.freecol.common.model.ColonyTile.getWorkTile(),0,1,1,1
net.sf.freecol.common.model.ColonyTile.getXMLTagName(),0,1,1,1
"net.sf.freecol.common.model.ColonyTile.goodSuggestionCheck(UnitType, Unit, GoodsType)",1,1,2,2
net.sf.freecol.common.model.ColonyTile.improvedBy(TileImprovementType),25,11,12,17
net.sf.freecol.common.model.ColonyTile.isAvailable(),1,1,2,2
net.sf.freecol.common.model.ColonyTile.isColonyCenterTile(),0,1,1,1
net.sf.freecol.common.model.ColonyTile.isCurrent(),0,1,1,1
net.sf.freecol.common.model.ColonyTile.isOccupied(),0,1,1,1
net.sf.freecol.common.model.ColonyTile.readAttributes(FreeColXMLReader),0,1,1,1
net.sf.freecol.common.model.ColonyTile.setWorkTile(Tile),0,1,1,1
net.sf.freecol.common.model.ColonyTile.toShortString(),0,1,1,1
net.sf.freecol.common.model.ColonyTile.toString(),1,1,2,2
net.sf.freecol.common.model.ColonyTile.up(),0,1,1,1
net.sf.freecol.common.model.ColonyTile.writeAttributes(FreeColXMLWriter),0,1,1,1
"net.sf.freecol.common.model.ColonyTradeItem.ColonyTradeItem(Game, FreeColXMLReader)",0,1,1,1
"net.sf.freecol.common.model.ColonyTradeItem.ColonyTradeItem(Game, Player, Player, Colony)",3,3,3,4
net.sf.freecol.common.model.ColonyTradeItem.copyIn(T),2,2,2,3
net.sf.freecol.common.model.ColonyTradeItem.equals(Object),2,2,3,4
net.sf.freecol.common.model.ColonyTradeItem.evaluateFor(Player),4,3,2,5
net.sf.freecol.common.model.ColonyTradeItem.getColony(Game),0,1,1,1
net.sf.freecol.common.model.ColonyTradeItem.getColonyId(),0,1,1,1
net.sf.freecol.common.model.ColonyTradeItem.getColonyName(),0,1,1,1
net.sf.freecol.common.model.ColonyTradeItem.getLabel(),0,1,1,1
net.sf.freecol.common.model.ColonyTradeItem.getXMLTagName(),0,1,1,1
net.sf.freecol.common.model.ColonyTradeItem.hashCode(),0,1,1,1
net.sf.freecol.common.model.ColonyTradeItem.isUnique(),0,1,1,1
net.sf.freecol.common.model.ColonyTradeItem.isValid(),0,1,1,1
net.sf.freecol.common.model.ColonyTradeItem.readAttributes(FreeColXMLReader),0,1,1,1
net.sf.freecol.common.model.ColonyTradeItem.toString(),0,1,1,1
net.sf.freecol.common.model.ColonyTradeItem.writeAttributes(FreeColXMLWriter),0,1,1,1
net.sf.freecol.common.model.ColonyWas.ColonyWas(Colony),0,1,1,1
net.sf.freecol.common.model.ColonyWas.fireChanges(),4,1,5,5
net.sf.freecol.common.model.CombatModel.CombatModel(),0,1,1,1
net.sf.freecol.common.model.CombatModel.CombatOdds.CombatOdds(double),0,1,1,1
net.sf.freecol.common.model.CombatModel.CombatResult.CombatResult(List<CombatEffectType>),0,1,1,1
"net.sf.freecol.common.model.CombatModel.CombatResult.CombatResult(List<CombatEffectType>, int, int)",0,1,1,1
net.sf.freecol.common.model.CombatModel.CombatResult.getAttackerHitpointsAfter(),0,1,1,1
net.sf.freecol.common.model.CombatModel.CombatResult.getDefenderHitpointsAfter(),0,1,1,1
net.sf.freecol.common.model.CombatModel.CombatResult.getEffects(),0,1,1,1
net.sf.freecol.common.model.CombatModel.CombatResult.isAttackerHitpointsAffected(),0,1,1,1
net.sf.freecol.common.model.CombatModel.CombatResult.isDefenderHitpointsAffected(),0,1,1,1
"net.sf.freecol.common.model.CombatModel.combatIsAmphibious(FreeColGameObject, FreeColGameObject)",1,1,6,6
"net.sf.freecol.common.model.CombatModel.combatIsAttack(FreeColGameObject, FreeColGameObject)",1,1,1,2
"net.sf.freecol.common.model.CombatModel.combatIsAttackMeasurement(FreeColGameObject, FreeColGameObject)",1,1,1,2
"net.sf.freecol.common.model.CombatModel.combatIsBombard(FreeColGameObject, FreeColGameObject)",1,1,3,3
"net.sf.freecol.common.model.CombatModel.combatIsDefenceMeasurement(FreeColGameObject, FreeColGameObject)",1,1,1,2
"net.sf.freecol.common.model.CombatModel.combatIsSettlementAttack(FreeColGameObject, FreeColGameObject)",1,1,1,2
"net.sf.freecol.common.model.CombatModel.combatIsWarOfIndependence(FreeColGameObject, FreeColGameObject)",5,2,5,6
net.sf.freecol.common.model.CombatModel.getMilitaryStrengthComparator(),0,1,1,1
net.sf.freecol.common.model.CombatTest.testAttackIgnoresMovementPoints(),0,1,1,1
net.sf.freecol.common.model.CombatTest.testAttackShipWithLandUnit(),0,1,1,1
net.sf.freecol.common.model.CombatTest.testCaptureConvert(),0,1,1,1
net.sf.freecol.common.model.CombatTest.testColonistAttackedByVeteran(),11,1,2,7
net.sf.freecol.common.model.CombatTest.testDefendColonyWithRevere(),1,1,2,2
net.sf.freecol.common.model.CombatTest.testDefendColonyWithUnarmedColonist(),0,1,1,1
net.sf.freecol.common.model.CombatTest.testDefendSettlement(),1,1,2,2
net.sf.freecol.common.model.CombatTest.testGalleonAttackedByPrivateer(),26,1,7,16
net.sf.freecol.common.model.CombatTest.testRegulars(),0,1,1,1
net.sf.freecol.common.model.CombatTest.testSpanishAgainstNatives(),6,5,3,5
net.sf.freecol.common.model.Constants.IntegrityType.IntegrityType(int),0,1,1,1
net.sf.freecol.common.model.Constants.IntegrityType.combine(IntegrityType),0,1,1,1
net.sf.freecol.common.model.Constants.IntegrityType.fail(),0,1,1,1
net.sf.freecol.common.model.Constants.IntegrityType.fix(),0,1,1,1
net.sf.freecol.common.model.Constants.IntegrityType.safe(),0,1,1,1
"net.sf.freecol.common.model.DiplomaticTrade.DiplomaticTrade(Game, String)",0,1,1,1
"net.sf.freecol.common.model.DiplomaticTrade.DiplomaticTrade(Game, TradeContext, Player, Player, List<TradeItem>, int)",1,1,2,2
net.sf.freecol.common.model.DiplomaticTrade.TradeContext.getKey(),0,1,1,1
net.sf.freecol.common.model.DiplomaticTrade.add(TradeItem),1,1,2,2
net.sf.freecol.common.model.DiplomaticTrade.clear(),0,1,1,1
net.sf.freecol.common.model.DiplomaticTrade.copyIn(T),2,2,2,3
