Lines of code metrics,Wed, 8 Nov 2023 04:59:54 WET
Method,CLOC,JLOC,LOC,NCLOC,RLOC
net.sf.freecol.client.gui.action.ReportCargoAction.actionPerformed(ActionEvent),3,3,7,4,31.82%
net.sf.freecol.client.gui.action.ReportColonyAction.ReportColonyAction(FreeColClient),4,5,8,3,36.36%
net.sf.freecol.client.gui.action.ReportColonyAction.actionPerformed(ActionEvent),3,3,7,4,31.82%
net.sf.freecol.client.gui.action.ReportContinentalCongressAction.ReportContinentalCongressAction(FreeColClient),4,5,8,3,36.36%
net.sf.freecol.client.gui.action.ReportContinentalCongressAction.actionPerformed(ActionEvent),3,3,7,4,31.82%
net.sf.freecol.client.gui.action.ReportEducationAction.ReportEducationAction(FreeColClient),4,5,8,3,36.36%
net.sf.freecol.client.gui.action.ReportEducationAction.actionPerformed(ActionEvent),3,3,7,4,31.82%
net.sf.freecol.client.gui.action.ReportExplorationAction.ReportExplorationAction(FreeColClient),4,5,8,3,36.36%
net.sf.freecol.client.gui.action.ReportExplorationAction.actionPerformed(ActionEvent),3,3,7,4,31.82%
net.sf.freecol.client.gui.action.ReportForeignAction.ReportForeignAction(FreeColClient),4,5,8,3,36.36%
net.sf.freecol.client.gui.action.ReportForeignAction.actionPerformed(ActionEvent),3,3,7,4,31.82%
net.sf.freecol.client.gui.action.ReportHighScoresAction.ReportHighScoresAction(FreeColClient),4,5,8,3,36.36%
net.sf.freecol.client.gui.action.ReportHighScoresAction.actionPerformed(ActionEvent),3,3,7,4,31.82%
net.sf.freecol.client.gui.action.ReportHistoryAction.ReportHistoryAction(FreeColClient),4,5,8,3,36.36%
net.sf.freecol.client.gui.action.ReportHistoryAction.actionPerformed(ActionEvent),3,3,7,4,31.82%
net.sf.freecol.client.gui.action.ReportIndianAction.ReportIndianAction(FreeColClient),4,5,8,3,36.36%
net.sf.freecol.client.gui.action.ReportIndianAction.actionPerformed(ActionEvent),3,3,7,4,31.82%
net.sf.freecol.client.gui.action.ReportLabourAction.ReportLabourAction(FreeColClient),4,5,8,3,29.63%
net.sf.freecol.client.gui.action.ReportLabourAction.actionPerformed(ActionEvent),3,3,12,9,44.44%
net.sf.freecol.client.gui.action.ReportMilitaryAction.ReportMilitaryAction(FreeColClient),4,5,8,3,36.36%
net.sf.freecol.client.gui.action.ReportMilitaryAction.actionPerformed(ActionEvent),3,3,7,4,31.82%
net.sf.freecol.client.gui.action.ReportNavalAction.ReportNavalAction(FreeColClient),4,5,8,3,36.36%
net.sf.freecol.client.gui.action.ReportNavalAction.actionPerformed(ActionEvent),3,3,7,4,31.82%
net.sf.freecol.client.gui.action.ReportProductionAction.ReportProductionAction(FreeColClient),4,5,8,3,36.36%
net.sf.freecol.client.gui.action.ReportProductionAction.actionPerformed(ActionEvent),3,3,7,4,31.82%
net.sf.freecol.client.gui.action.ReportReligionAction.ReportReligionAction(FreeColClient),4,5,8,3,36.36%
net.sf.freecol.client.gui.action.ReportReligionAction.actionPerformed(ActionEvent),3,3,7,4,31.82%
net.sf.freecol.client.gui.action.ReportRequirementsAction.ReportRequirementsAction(FreeColClient),4,5,8,3,36.36%
net.sf.freecol.client.gui.action.ReportRequirementsAction.actionPerformed(ActionEvent),3,3,7,4,31.82%
net.sf.freecol.client.gui.action.ReportTradeAction.ReportTradeAction(FreeColClient),4,5,8,3,36.36%
net.sf.freecol.client.gui.action.ReportTradeAction.actionPerformed(ActionEvent),3,3,7,4,31.82%
net.sf.freecol.client.gui.action.ReportTurnAction.ReportTurnAction(FreeColClient),4,5,8,3,36.36%
net.sf.freecol.client.gui.action.ReportTurnAction.actionPerformed(ActionEvent),3,3,7,4,31.82%
net.sf.freecol.client.gui.action.RetireAction.RetireAction(FreeColClient),4,5,8,3,24.24%
net.sf.freecol.client.gui.action.RetireAction.actionPerformed(ActionEvent),3,3,7,4,21.21%
net.sf.freecol.client.gui.action.RetireAction.shouldBeEnabled(),3,3,10,7,30.30%
net.sf.freecol.client.gui.action.SaveAction.SaveAction(FreeColClient),4,5,8,3,21.62%
net.sf.freecol.client.gui.action.SaveAction.actionPerformed(ActionEvent),3,3,11,8,29.73%
net.sf.freecol.client.gui.action.SaveAction.shouldBeEnabled(),4,3,10,6,27.03%
net.sf.freecol.client.gui.action.SaveAndQuitAction.SaveAndQuitAction(FreeColClient),4,5,8,3,21.05%
net.sf.freecol.client.gui.action.SaveAndQuitAction.actionPerformed(ActionEvent),3,3,12,9,31.58%
net.sf.freecol.client.gui.action.SaveAndQuitAction.shouldBeEnabled(),4,3,10,6,26.32%
net.sf.freecol.client.gui.action.ScaleMapAction.ScaleMapAction(FreeColClient),4,5,8,3,17.02%
net.sf.freecol.client.gui.action.ScaleMapAction.actionPerformed(ActionEvent),3,3,10,7,21.28%
"net.sf.freecol.client.gui.action.ScaleMapAction.scaleMapTo(int, int)",5,7,12,5,25.53%
net.sf.freecol.client.gui.action.ScaleMapAction.shouldBeEnabled(),3,3,9,6,19.15%
"net.sf.freecol.client.gui.action.SelectableAction.SelectableAction(FreeColClient, String, String)",4,7,12,5,14.81%
net.sf.freecol.client.gui.action.SelectableAction.getOption(),4,5,16,11,19.75%
net.sf.freecol.client.gui.action.SelectableAction.isSelected(),4,5,8,3,9.88%
net.sf.freecol.client.gui.action.SelectableAction.setOption(boolean),4,5,9,4,11.11%
net.sf.freecol.client.gui.action.SelectableAction.setSelected(boolean),4,5,8,3,9.88%
net.sf.freecol.client.gui.action.SelectableAction.shouldBeSelected(),6,7,10,3,12.35%
net.sf.freecol.client.gui.action.SelectableAction.update(),4,3,9,5,11.11%
net.sf.freecol.client.gui.action.SentryAction.SentryAction(FreeColClient),4,5,9,4,39.13%
net.sf.freecol.client.gui.action.SentryAction.actionPerformed(ActionEvent),3,3,7,4,30.43%
net.sf.freecol.client.gui.action.ShowDifficultyAction.ShowDifficultyAction(FreeColClient),4,5,8,3,36.36%
net.sf.freecol.client.gui.action.ShowDifficultyAction.actionPerformed(ActionEvent),3,3,7,4,31.82%
net.sf.freecol.client.gui.action.ShowGameOptionsAction.ShowGameOptionsAction(FreeColClient),4,5,8,3,36.36%
net.sf.freecol.client.gui.action.ShowGameOptionsAction.actionPerformed(ActionEvent),3,3,7,4,31.82%
net.sf.freecol.client.gui.action.ShowMainAction.ShowMainAction(FreeColClient),4,5,8,3,32.00%
net.sf.freecol.client.gui.action.ShowMainAction.actionPerformed(ActionEvent),3,3,7,4,28.00%
net.sf.freecol.client.gui.action.ShowMapGeneratorOptionsAction.ShowMapGeneratorOptionsAction(FreeColClient),4,5,8,3,36.36%
net.sf.freecol.client.gui.action.ShowMapGeneratorOptionsAction.actionPerformed(ActionEvent),3,3,7,4,31.82%
net.sf.freecol.client.gui.action.SkipUnitAction.SkipUnitAction(FreeColClient),4,5,9,4,30.00%
net.sf.freecol.client.gui.action.SkipUnitAction.actionPerformed(ActionEvent),3,3,14,11,46.67%
net.sf.freecol.client.gui.action.StartMapAction.StartMapAction(FreeColClient),4,5,8,3,22.86%
net.sf.freecol.client.gui.action.StartMapAction.actionPerformed(ActionEvent),3,3,20,17,57.14%
net.sf.freecol.client.gui.action.TilePopupAction.TilePopupAction(FreeColClient),4,5,8,3,36.36%
net.sf.freecol.client.gui.action.TilePopupAction.actionPerformed(ActionEvent),3,3,7,4,31.82%
net.sf.freecol.client.gui.action.ToggleViewModeAction.ToggleViewModeAction(FreeColClient),4,5,8,3,22.86%
net.sf.freecol.client.gui.action.ToggleViewModeAction.actionPerformed(ActionEvent),4,3,19,15,54.29%
net.sf.freecol.client.gui.action.TradeRouteAction.TradeRouteAction(FreeColClient),4,5,8,3,36.36%
net.sf.freecol.client.gui.action.TradeRouteAction.actionPerformed(ActionEvent),3,3,7,4,31.82%
"net.sf.freecol.client.gui.action.UnitAction.UnitAction(FreeColClient, String)",4,6,9,3,30.00%
net.sf.freecol.client.gui.action.UnitAction.shouldBeEnabled(),3,3,14,11,46.67%
net.sf.freecol.client.gui.action.UnloadAction.UnloadAction(FreeColClient),4,5,8,3,15.38%
"net.sf.freecol.client.gui.action.UnloadAction.UnloadAction(FreeColClient, Unit)",6,8,12,4,23.08%
net.sf.freecol.client.gui.action.UnloadAction.actionPerformed(ActionEvent),3,3,8,5,15.38%
net.sf.freecol.client.gui.action.UnloadAction.getUnit(),0,0,3,3,5.77%
net.sf.freecol.client.gui.action.UnloadAction.shouldBeEnabled(),3,3,12,9,23.08%
net.sf.freecol.client.gui.action.WaitAction.WaitAction(FreeColClient),4,5,9,4,39.13%
net.sf.freecol.client.gui.action.WaitAction.actionPerformed(ActionEvent),3,3,7,4,30.43%
net.sf.freecol.client.gui.action.ZoomInAction.ZoomInAction(FreeColClient),4,5,8,3,24.24%
net.sf.freecol.client.gui.action.ZoomInAction.actionPerformed(ActionEvent),3,3,9,6,27.27%
net.sf.freecol.client.gui.action.ZoomInAction.shouldBeEnabled(),3,3,8,5,24.24%
net.sf.freecol.client.gui.action.ZoomOutAction.ZoomOutAction(FreeColClient),4,5,8,3,24.24%
net.sf.freecol.client.gui.action.ZoomOutAction.actionPerformed(ActionEvent),3,3,9,6,27.27%
net.sf.freecol.client.gui.action.ZoomOutAction.shouldBeEnabled(),3,3,8,5,24.24%
"net.sf.freecol.client.gui.animation.Animation.Animation(Unit, List<Tile>)",4,6,11,5,18.33%
"net.sf.freecol.client.gui.animation.Animation.executeWithLabel(JLabel, Procedure)",4,n/a,n/a,2,15.00%
net.sf.freecol.client.gui.animation.Animation.getTiles(),4,5,8,3,13.33%
net.sf.freecol.client.gui.animation.Animation.getUnit(),4,5,8,3,13.33%
net.sf.freecol.client.gui.animation.Animation.setPoints(List<Point>),4,5,8,3,13.33%
net.sf.freecol.client.gui.animation.Animations.Procedure.execute(),0,n/a,n/a,1,14.29%
net.sf.freecol.client.gui.animation.Animations.getAttackAnimationBase(Unit),4,6,12,6,11.76%
"net.sf.freecol.client.gui.animation.Animations.unitAttack(FreeColClient, Unit, Unit, Tile, Tile, boolean, float)",5,12,49,37,48.04%
"net.sf.freecol.client.gui.animation.Animations.unitMove(FreeColClient, Unit, Tile, Tile, float)",4,10,28,18,27.45%
"net.sf.freecol.client.gui.animation.UnitImageAnimation.UnitImageAnimation(Unit, Tile, SimpleZippedAnimation)",4,7,13,6,9.77%
"net.sf.freecol.client.gui.animation.UnitImageAnimation.build(Unit, Tile, Direction, String, float)",5,10,30,19,22.56%
"net.sf.freecol.client.gui.animation.UnitImageAnimation.executeWithLabel(JLabel, Procedure)",7,3,25,19,18.80%
net.sf.freecol.client.gui.animation.UnitImageAnimation.setMirrored(boolean),4,5,8,3,6.02%
net.sf.freecol.client.gui.animation.UnitImageAnimation.trialDirections(Direction),8,8,40,31,30.08%
"net.sf.freecol.client.gui.animation.UnitMoveAnimation.UnitMoveAnimation(Unit, Tile, Tile, int, float)",4,9,16,7,20.25%
"net.sf.freecol.client.gui.animation.UnitMoveAnimation.executeWithLabel(JLabel, Procedure)",4,3,47,44,59.49%
"net.sf.freecol.client.gui.dialog.CaptureGoodsDialog.CaptureGoodsDialog(FreeColClient, JFrame, Unit, List<Goods>)",4,8,67,59,33.33%
net.sf.freecol.client.gui.dialog.CaptureGoodsDialog.CheckBoxRenderer.CheckBoxRenderer(),2,0,4,2,11.43%
net.sf.freecol.client.gui.dialog.CaptureGoodsDialog.CheckBoxRenderer.CheckBoxRenderer(Market),4,6,9,3,25.71%
"net.sf.freecol.client.gui.dialog.CaptureGoodsDialog.CheckBoxRenderer.getListCellRendererComponent(JList<? extends GoodsItem>, GoodsItem, int, boolean, boolean)",3,3,18,15,51.43%
net.sf.freecol.client.gui.dialog.CaptureGoodsDialog.GoodsItem.GoodsItem(Goods),0,0,3,3,10.34%
net.sf.freecol.client.gui.dialog.CaptureGoodsDialog.GoodsItem.getGoods(),0,0,3,3,10.34%
net.sf.freecol.client.gui.dialog.CaptureGoodsDialog.GoodsItem.pricePerGood(Market),0,0,12,12,41.38%
net.sf.freecol.client.gui.dialog.CaptureGoodsDialog.GoodsItem.toString(),3,3,7,4,24.14%
net.sf.freecol.client.gui.dialog.CaptureGoodsDialog.getResponse(),3,3,15,12,7.46%
net.sf.freecol.client.gui.dialog.CaptureGoodsDialog.updateComponents(),3,3,24,21,11.94%
"net.sf.freecol.client.gui.dialog.ChooseFoundingFatherDialog.ChooseFoundingFatherDialog(FreeColClient, JFrame, List<FoundingFather>)",4,11,38,27,61.29%
net.sf.freecol.client.gui.dialog.ChooseFoundingFatherDialog.getResponse(),3,3,11,8,17.74%
"net.sf.freecol.client.gui.dialog.ClientOptionsDialog.ClientOptionsDialog(FreeColClient, JFrame, boolean)",4,6,26,20,83.87%
net.sf.freecol.client.gui.dialog.ConfirmDeclarationDialog.ColorButton.ColorButton(Color),0,0,3,3,13.04%
net.sf.freecol.client.gui.dialog.ConfirmDeclarationDialog.ColorButton.getColor(),0,0,3,3,13.04%
net.sf.freecol.client.gui.dialog.ConfirmDeclarationDialog.ColorButton.getUIClassID(),3,3,7,4,30.43%
net.sf.freecol.client.gui.dialog.ConfirmDeclarationDialog.ColorButton.setColor(Color),0,0,5,5,21.74%
"net.sf.freecol.client.gui.dialog.ConfirmDeclarationDialog.ConfirmDeclarationDialog(FreeColClient, JFrame)",7,6,91,83,28.26%
net.sf.freecol.client.gui.dialog.ConfirmDeclarationDialog.EnumRenderer.EnumRenderer(String),0,0,3,3,21.43%
"net.sf.freecol.client.gui.dialog.ConfirmDeclarationDialog.EnumRenderer.setLabelValues(JLabel, T)",3,3,7,4,50.00%
net.sf.freecol.client.gui.dialog.ConfirmDeclarationDialog.actionPerformed(ActionEvent),3,3,12,9,3.73%
"net.sf.freecol.client.gui.dialog.ConfirmDeclarationDialog.addComboBox(JPanel, JComboBox<T>, String, T)",0,0,8,8,2.48%
net.sf.freecol.client.gui.dialog.ConfirmDeclarationDialog.getNumbers(int),0,0,7,7,2.17%
net.sf.freecol.client.gui.dialog.ConfirmDeclarationDialog.getResponse(),4,3,13,9,4.04%
net.sf.freecol.client.gui.dialog.ConfirmDeclarationDialog.itemStateChanged(ItemEvent),3,3,20,17,6.21%
net.sf.freecol.client.gui.dialog.ConfirmDeclarationDialog.setColors(),0,0,13,13,4.04%
"net.sf.freecol.client.gui.dialog.DifficultyDialog.DifficultyDialog(FreeColClient, JFrame, Specification, OptionGroup, boolean)",5,11,34,23,28.10%
net.sf.freecol.client.gui.dialog.DifficultyDialog.addLoadAction(JButton),5,5,21,16,17.36%
net.sf.freecol.client.gui.dialog.DifficultyDialog.addResetAction(JButton),4,5,10,5,8.26%
net.sf.freecol.client.gui.dialog.DifficultyDialog.addSaveAction(JButton),4,5,15,10,12.40%
net.sf.freecol.client.gui.dialog.DifficultyDialog.getSpecification(),4,5,9,4,7.44%
net.sf.freecol.client.gui.dialog.DifficultyDialog.saveDefaultOptions(),1,0,5,4,4.13%
net.sf.freecol.client.gui.dialog.DifficultyDialog.valueChanged(TreeSelectionEvent),0,0,9,9,7.44%
"net.sf.freecol.client.gui.dialog.DumpCargoDialog.DumpCargoDialog(FreeColClient, JFrame, Unit)",7,7,32,22,56.14%
net.sf.freecol.client.gui.dialog.DumpCargoDialog.getResponse(),3,3,14,11,24.56%
"net.sf.freecol.client.gui.dialog.EditOptionDialog.EditOptionDialog(FreeColClient, JFrame, Option)",13,7,23,7,60.53%
net.sf.freecol.client.gui.dialog.EditOptionDialog.getResponse(),3,3,9,6,23.68%
"net.sf.freecol.client.gui.dialog.EditSettlementDialog.EditSettlementDialog(FreeColClient, JFrame, IndianSettlement)",4,7,50,43,27.78%
net.sf.freecol.client.gui.dialog.EditSettlementDialog.getOwnerNation(),0,0,3,3,1.67%
net.sf.freecol.client.gui.dialog.EditSettlementDialog.getOwnerNationType(),0,0,4,4,2.22%
net.sf.freecol.client.gui.dialog.EditSettlementDialog.getOwnerPlayer(),0,0,3,3,1.67%
net.sf.freecol.client.gui.dialog.EditSettlementDialog.getResponse(),9,3,71,64,39.44%
net.sf.freecol.client.gui.dialog.EditSettlementDialog.getSettlementType(),0,0,3,3,1.67%
net.sf.freecol.client.gui.dialog.EditSettlementDialog.getSkillModel(),0,0,9,9,5.00%
net.sf.freecol.client.gui.dialog.EditSettlementDialog.itemStateChanged(ItemEvent),3,3,15,12,8.33%
"net.sf.freecol.client.gui.dialog.EmigrationDialog.EmigrationDialog(FreeColClient, JFrame, Europe, boolean)",4,9,35,26,87.50%
"net.sf.freecol.client.gui.dialog.EndTurnDialog.EndTurnDialog(FreeColClient, JFrame, List<Unit>)",4,7,55,48,34.59%
net.sf.freecol.client.gui.dialog.EndTurnDialog.UnitCellRenderer.UnitCellRenderer(),0,0,2,2,3.85%
"net.sf.freecol.client.gui.dialog.EndTurnDialog.UnitCellRenderer.getListCellRendererComponent(JList<? extends UnitWrapper>, UnitWrapper, int, boolean, boolean)",3,3,32,29,61.54%
net.sf.freecol.client.gui.dialog.EndTurnDialog.UnitCellRenderer.largestIconSize(JList<? extends UnitWrapper>),0,0,16,16,30.77%
net.sf.freecol.client.gui.dialog.EndTurnDialog.UnitWrapper.UnitWrapper(Unit),0,0,6,6,24.00%
net.sf.freecol.client.gui.dialog.EndTurnDialog.UnitWrapper.toString(),3,3,7,4,28.00%
net.sf.freecol.client.gui.dialog.EndTurnDialog.selectUnit(),3,3,17,14,10.69%
"net.sf.freecol.client.gui.dialog.FirstContactDialog.FirstContactDialog(FreeColClient, JFrame, Player, Player, Tile, int)",5,11,57,45,87.69%
net.sf.freecol.client.gui.dialog.Flag.Background.Background(Alignment),0,0,3,3,12.00%
net.sf.freecol.client.gui.dialog.Flag.Decoration.Decoration(UnionPosition...),0,0,6,6,16.67%
"net.sf.freecol.client.gui.dialog.Flag.Decoration.Decoration(UnionShape, UnionPosition...)",0,0,4,4,11.11%
net.sf.freecol.client.gui.dialog.Flag.Decoration.getUnionPositions(),0,0,3,3,8.33%
net.sf.freecol.client.gui.dialog.Flag.Decoration.getUnionShape(),0,0,3,3,8.33%
"net.sf.freecol.client.gui.dialog.Flag.Flag(Background, Decoration, UnionPosition)",0,0,4,4,0.36%
"net.sf.freecol.client.gui.dialog.Flag.Flag(Background, Decoration, UnionPosition, UnionShape)",0,0,7,7,0.63%
"net.sf.freecol.client.gui.dialog.Flag.UnionPosition.UnionPosition(Alignment, int)",0,0,4,4,19.05%
"net.sf.freecol.client.gui.dialog.Flag.center(GeneralPath, double, double)",4,7,12,5,1.08%
net.sf.freecol.client.gui.dialog.Flag.drawBackground(Graphics2D),0,0,4,4,0.36%
"net.sf.freecol.client.gui.dialog.Flag.drawPerBend(Graphics2D, boolean)",0,0,10,10,0.90%
net.sf.freecol.client.gui.dialog.Flag.drawPerSaltire(Graphics2D),0,0,17,17,1.53%
net.sf.freecol.client.gui.dialog.Flag.drawQuarters(Graphics2D),0,0,16,16,1.44%
"net.sf.freecol.client.gui.dialog.Flag.drawStripes(Graphics2D, Alignment, int)",0,0,15,15,1.35%
net.sf.freecol.client.gui.dialog.Flag.get5Star(),4,5,22,17,1.97%
net.sf.freecol.client.gui.dialog.Flag.getBackground(),4,5,8,3,0.72%
net.sf.freecol.client.gui.dialog.Flag.getBackgroundColors(),4,5,8,3,0.72%
net.sf.freecol.client.gui.dialog.Flag.getBend(boolean),0,0,19,19,1.71%
net.sf.freecol.client.gui.dialog.Flag.getCircleOfStars(double),9,7,29,18,2.60%
net.sf.freecol.client.gui.dialog.Flag.getCross(Decoration),0,0,23,23,2.06%
net.sf.freecol.client.gui.dialog.Flag.getDecoration(),4,5,8,3,0.72%
net.sf.freecol.client.gui.dialog.Flag.getDecorationColor(),4,5,8,3,0.72%
net.sf.freecol.client.gui.dialog.Flag.getGridOfStars(Double),0,0,35,35,3.14%
net.sf.freecol.client.gui.dialog.Flag.getImage(),7,5,130,122,11.67%
net.sf.freecol.client.gui.dialog.Flag.getPall(),0,0,15,15,1.35%
net.sf.freecol.client.gui.dialog.Flag.getRectangle(),1,0,54,53,4.85%
net.sf.freecol.client.gui.dialog.Flag.getRhombus(),0,0,8,8,0.72%
"net.sf.freecol.client.gui.dialog.Flag.getStar(double, double)",4,7,10,3,0.90%
"net.sf.freecol.client.gui.dialog.Flag.getStar(double, double, double)",4,8,16,8,1.44%
net.sf.freecol.client.gui.dialog.Flag.getStarColor(),4,5,8,3,0.72%
net.sf.freecol.client.gui.dialog.Flag.getStars(),4,5,8,3,0.72%
net.sf.freecol.client.gui.dialog.Flag.getStripeHeight(Alignment),5,7,11,4,0.99%
net.sf.freecol.client.gui.dialog.Flag.getStripeWidth(Alignment),5,7,11,4,0.99%
net.sf.freecol.client.gui.dialog.Flag.getStripes(),4,5,8,3,0.72%
"net.sf.freecol.client.gui.dialog.Flag.getTriangle(UnionShape, boolean)",6,9,45,36,4.04%
net.sf.freecol.client.gui.dialog.Flag.getUnionColor(),4,5,8,3,0.72%
net.sf.freecol.client.gui.dialog.Flag.getUnionPosition(),4,5,8,3,0.72%
net.sf.freecol.client.gui.dialog.Flag.getUnionRectangle(Double),6,8,22,14,1.97%
net.sf.freecol.client.gui.dialog.Flag.getUnionRhombus(),0,0,41,41,3.68%
net.sf.freecol.client.gui.dialog.Flag.getUnionShape(),4,5,8,3,0.72%
net.sf.freecol.client.gui.dialog.Flag.getUnionTriangle(boolean),2,0,100,98,8.98%
net.sf.freecol.client.gui.dialog.Flag.setBackground(Background),4,6,10,4,0.90%
net.sf.freecol.client.gui.dialog.Flag.setBackgroundColors(Color...),5,7,16,9,1.44%
net.sf.freecol.client.gui.dialog.Flag.setBackgroundColors(List<Color>),5,7,11,4,0.99%
net.sf.freecol.client.gui.dialog.Flag.setDecoration(Decoration),4,6,10,4,0.90%
net.sf.freecol.client.gui.dialog.Flag.setDecorationColor(Color),5,7,11,4,0.99%
net.sf.freecol.client.gui.dialog.Flag.setStarColor(Color),4,6,10,4,0.90%
net.sf.freecol.client.gui.dialog.Flag.setStars(int),5,7,11,4,0.99%
net.sf.freecol.client.gui.dialog.Flag.setStripes(int),5,7,11,4,0.99%
net.sf.freecol.client.gui.dialog.Flag.setUnionColor(Color),4,6,10,4,0.90%
net.sf.freecol.client.gui.dialog.Flag.setUnionPosition(UnionPosition),5,7,11,4,0.99%
net.sf.freecol.client.gui.dialog.Flag.setUnionShape(UnionShape),4,6,10,4,0.90%
net.sf.freecol.client.gui.dialog.Flag.transformBend(GeneralPath),6,6,24,17,2.15%
net.sf.freecol.client.gui.dialog.Flag.transformTriangle(GeneralPath),4,5,23,18,2.06%
"net.sf.freecol.client.gui.dialog.FreeColChoiceDialog.FreeColChoiceDialog(FreeColClient, JFrame)",4,6,9,3,16.98%
